ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Comment
696,Betta_Kurumba-full-1,fullə,full-F,false,expert,,,,,"Not similar to any other cognate class, Kolipakam"
697,Brahui-full-1,puɾ,full-G,false,expert,,,,,"apparent singleton. no entry in ded, Kolipakam"
698,Ollari_Gadba-full-1,puneʈ,full-G,false,expert,,,,,", Kolipakam"
699,Kuwi-full-1,guɾa,full-H,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
700,Badga-give-1,koɖu,give-A,false,expert,,,,,"clear lookalike, Dunn"
701,Betta_Kurumba-give-1,koɖ,give-A,false,expert,,,,,"clear lookalike, Dunn"
702,Kannada-give-1,koɖu,give-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2053],,,,"; , "
703,Kodava-give-1,koɖi,give-A,false,expert,BurrowEmeneau1961[DED2053],,,,", "
704,Malayalam-give-1,koɖukkuga,give-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2053],,,,"; , "
705,Tamil-give-1,kuɖə,give-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2053],,,,"; , "
706,Tulu-give-1,koɾo,give-A,false,expert,,,,,", Dunn"
707,Yeruva-give-1,koɖu,give-A,false,expert,,,,,"clear lookalike, Dunn"
708,Brahui-give-1,tinning,give-B,false,expert,BurrowEmeneau1961[269],,,,"DED3098, "
709,Kota-give-1,tej,give-B,false,expert,BurrowEmeneau1961[269],,,,"DED3098, "
710,Kuwi-give-1,taa,give-B,false,expert,BurrowEmeneau1961[269],,,,"DED3098, "
711,Tamil-give-2,ta:,give-B,false,expert,BurrowEmeneau1961[269],,,,"DED3096, "
712,Gondi-give-1,hi,give-C,false,expert,BurrowEmeneau1961[225],,,,"DED2598, "
713,Kolami-give-1,si:ta:n,give-C,false,expert,BurrowEmeneau1961[225],,,,"DED2598, "
714,Koya-give-1,i:m,give-C,false,expert,,,,,"Good lookalike, given a phonologically minimal form., Dunn"
715,Koya-give-2,i:datam,give-C,false,expert,,,,,"Good lookalike, given a phonologically minimal form. But check also I-E, Dunn"
716,Kurukh-give-1,tʃihna,give-C,false,expert,BurrowEmeneau1961[225],,,,"DED2598, "
717,Malto-give-1,tʃiba:h,give-C,false,expert,BurrowEmeneau1961[90],,,,"Set 2598, "
718,Ollari_Gadba-give-1,tʃi,give-C,false,expert,BurrowEmeneau1961[225],,,,"DED2598, "
719,Parji-give-1,cī-,give-C,false,expert,Andronov1964;BurrowEmeneau1961[DED2598],,,,"; , "
720,Telugu-give-1,itʃtʃu,give-C,false,expert,BurrowEmeneau1961[DED2598],,,,", "
721,Telugu-give-2,iʋʋaɖam,give-C,false,expert,,,,,"phonologically minimal stem, Dunn"
722,Toda-give-1,ittʃadta,give-C,false,expert,,,,,"phonologically minimal stem, Dunn"
723,Betta_Kurumba-good-1,nall,good-A,false,expert,,,,,"Lookalike with Ta. nal-, nalla, Jordan"
724,Kodava-good-1,nalla,good-A,false,expert,BurrowEmeneau1961[DED3610],,,,", "
725,Malayalam-good-1,nalla,good-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3610],,,,"; , "
726,Tamil-good-1,nalla,good-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3610],,,,"; , "
727,Yeruva-good-1,nallə,good-A,false,expert,,,,,"Clear cognate with Ta. nalla, Jordan"
728,Badga-good-1,oɭɭajadə,good-B,false,expert,,,,,"Lookalike with Ka: oɭɭijadu, Jordan"
729,Kannada-good-1,oɭɭijadu,good-B,false,expert,Andronov1964;BurrowEmeneau1961[DED1006],,,,"Andronov form: oḷḷe, cognate class B; B&E form: oli, ole, "
730,Kota-good-1,oludə,good-B,false,expert,BurrowEmeneau1961[97],,,,"DED1006, "
731,Koya-good-1,mantʃid,good-C,false,expert,,,,,"Lookalike with Te: mantʃi, Jordan"
732,Telugu-good-1,mantʃi,good-C,false,expert,Andronov1964,,,,", "
733,Tulu-good-1,eɖɖedana,good-D,false,expert,BurrowEmeneau1961[DED848],,,,", "
734,Toda-good-1,ulti,good-E,false,expert,,,,,", Jordan"
735,Malto-good-1,he:ɖu,good-F,false,expert,BurrowEmeneau1961[DED848],,,,"éṛu good, beautiful, in health. DED(S) 722., "
736,Brahui-good-1,dʒua:n,good-G,false,expert,,,,,", Kolipakam"
737,Malto-good-2,ɾaɖu,good-H,false,expert,,,,,", Kolipakam"
738,Kurukh-good-1,da:ʋ,good-I,false,expert,,,,,"apparent singleton. no entry in ded, Kolipakam"
739,Kolami-good-1,sobhatan,good-J,false,expert,,,,,"apparent singleton, Kolipakam"
740,Gondi-good-1,assal,good-K,false,expert,,,,,"apparent singleton, Kolipakam"
741,Kuwi-good-1,nejun,good-L,false,expert,,,,,"apparent singleton., Kolipakam"
742,Badga-green-1,patʃtʃe,green-A,false,expert,,,,,"Identical form to closely related languages., Jordan"
743,Betta_Kurumba-green-1,passla:ngi ~ patʃtʃəla:ngi,green-A,false,expert,,,,,"good lookalike, Dunn"
744,Gondi-green-1,patʃtʃad,green-A,false,expert,BurrowEmeneau1961[342],,,,"DED3821, "
745,Kannada-green-1,hasiru,green-A,false,expert,BurrowEmeneau1961[342],,,,"Set 3821. Burrows and Emeneau form is ""pasir"". Kannada has a change from proto-Dravidian p > h., "
746,Kodava-green-1,patʃtʃe,green-A,false,expert,BurrowEmeneau1961[342],,,,"Burrows and Emeneau Set 3821. Form is given as pacce., "
747,Kota-green-1,patʃtʃə,green-A,false,expert,BurrowEmeneau1961[342],,,,"DED3821, "
748,Koya-green-1,patʃtʃa,green-A,false,expert,,,,,"Form is identical to closely related Telegu. Burrows and Emeneau Set 3821., Jordan"
749,Kuwi-green-1,a:kupatʃtʃa,green-A,false,expert,BurrowEmeneau1961[342],,,,"DED3821, "
750,Malayalam-green-1,patʃtʃa,green-A,false,expert,,,,,"Form is identical to closely related Kodava. Andronov form is ""pacu-"", Jordan"
751,Parji-green-1,pay,green-A,false,expert,BurrowEmeneau1961[342],,,,"Set 3821., "
752,Tamil-green-1,patʃtʃə,green-A,false,expert,Andronov1964;BurrowEmeneau1961[342],,,,"; set 3821, "
753,Telugu-green-1,patʃtʃa,green-A,false,expert,BurrowEmeneau1961[342],,,,"Burrows and Emeneau Set 3821. Form is given as pacca., "
754,Toda-green-1,patʃtʃai,green-A,false,expert,,,,,"Identical form to closely related languages. Burrows and Emeneau form is ""poč""., Jordan"
755,Tulu-green-1,patʃtʃe,green-A,false,expert,BurrowEmeneau1961[342],,,,"Set 3821 Burrows and Emeneau form is ""paccè""., "
756,Yeruva-green-1,patʃtʃe,green-A,false,expert,,,,,"Form is identical to closely related Kodava., Jordan"
757,Kurukh-green-1,haɾija:ɾ,green-B,false,expert,,,,,"possible loan word from hindi word for green/greenery - harijali/hara, Kolipakam"
758,Brahui-green-1,guanakki,green-C,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
759,Malto-green-1,ɾanalo,green-D,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
760,Kolami-green-1,niguɾ,green-E,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
761,Gondi-green-2,hi:,green-F,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
762,Kuwi-green-2,nilia,green-G,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
763,Kuwi-green-3,kasuli,green-H,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
764,Malayalam-hair-1,muɖi,hair-A,false,expert,BurrowEmeneau1961[440],,,,"Set : 4921, "
765,Tamil-hair-1,muɖi,hair-A,false,expert,BurrowEmeneau1961[440],,,,"Set : 4921, "
766,Kannada-hair-1,kūdalu,hair-B,false,expert,Andronov1964,,,,", "
767,Kannada-hair-2,ku:dalu,hair-B,false,expert,Andronov1964;BurrowEmeneau1961[172],,,,"; Set : 1892, "
768,Tulu-hair-1,ku:dʒal,hair-B,false,expert,BurrowEmeneau1961[172],,,,"Set : 1892, "
769,Telugu-hair-1,veɳʈɾukalu,hair-C,false,expert,Andronov1964;BurrowEmeneau1961[498],,,,"; Set : 5482, "
770,Badga-hair-1,oɾame,hair-D,false,expert,Buck1949[204],,,,"probable cognate with loan into Malayalam, "
771,Malayalam-hair-2,rōmam,hair-D,false,expert,Andronov1964;Buck1949[204],,,,"; "", "
772,Kota-hair-1,manɖə mi:ɾə,hair-E,false,expert,,,,,"Simiilar to set DED4707, has a prefix of ""mand"" meaning head., Kolipakam"
773,Tamil-hair-2,maiɾə,hair-E,false,expert,BurrowEmeneau1961[416],,,,"Set : 4707, "
774,Toda-hair-1,mi:ɾs,hair-E,false,expert,BurrowEmeneau1961[416],,,,"Set : 4707, "
775,Kodava-hair-1,telami,hair-F,false,expert,BurrowEmeneau1961[269],,,,"Set : 3103, "
776,Malto-hair-1,ta:li,hair-F,false,expert,BurrowEmeneau1961[270],,,,"DED3103, "
777,Yeruva-hair-1,tilami,hair-F,false,expert,,,,,"High quality look alike to set - 3103 (pg. 269), but not on DED list, Kolipakam"
778,Koya-hair-1,dʒuʈʈul,hair-G,false,expert,,,,,"High quality look alike to set - 2655 (pg. 230). but not on DED list., Kolipakam"
779,Kurukh-hair-1,tʃuʈʈi,hair-G,false,expert,BurrowEmeneau1961[230],,,,"DED2655, "
780,Telugu-hair-2,dʒuʈʈu,hair-G,false,expert,BurrowEmeneau1961[230],,,,"Set : 2655, "
781,Gondi-hair-1,kel,hair-H,false,expert,BurrowEmeneau1961[179],,,,"DED1973, "
782,Koya-hair-2,kelk,hair-H,false,expert,,,,,"high quality look alike to DED1973, Kolipakam"
783,Brahui-hair-1,puʒʒƐ,hair-I,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
784,Betta_Kurumba-hair-1,ta:kəɾə,hair-J,false,expert,,,,,", Kolipakam"
785,Kolami-hair-1,ti:ɾu,hair-K,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
786,Ollari_Gadba-hair-1,tʃendi,hair-L,false,expert,,,,,"No obvious congates or entry in DED, Kolipakam"
787,Ollari_Gadba-hair-2,taltʃenʈi,hair-L,false,expert,,,,,"similar to te other form, has additional ""tal"", ""head"" prefix., Kolipakam"
788,Kuwi-hair-1,bana,hair-M,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
789,Badga-hand-1,kaj,hand-A,false,expert,,,,,"High quality look alike, but not in the DED Set - 2023 pg. 183, Kolipakam"
790,Betta_Kurumba-hand-1,ki:ja,hand-A,false,expert,,,,,"good quality lookalike, Dunn"
791,Gondi-hand-1,kaj,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
792,Kannada-hand-1,kaj,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
793,Kodava-hand-1,kaj,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
794,Kolami-hand-1,keju,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
795,Kota-hand-1,kaij,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
796,Koya-hand-1,kaj,hand-A,false,expert,,,,,"High quality look alike, but not in the DED Set - 2023 pg. 183, Kolipakam"
797,Kurukh-hand-1,kʰekkʰa,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
798,Kuwi-hand-1,keju,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
799,Malayalam-hand-1,kaj,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
800,Ollari_Gadba-hand-1,ki:,hand-A,false,expert,BurrowEmeneau1961[183],,,,"DED2023, "
801,Parji-hand-1,key,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
802,Tamil-hand-1,kaj,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
803,Telugu-hand-1,tʃejji,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
804,Toda-hand-1,koi,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
805,Tulu-hand-1,kai,hand-A,false,expert,BurrowEmeneau1961[183],,,,"Set - 2023, "
806,Yeruva-hand-1,kaj,hand-A,false,expert,,,,,"High quality look alike, but not in the DED Set - 2023 pg. 183, Kolipakam"
807,Brahui-hand-1,ɖu:,hand-B,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
808,Malto-hand-1,ʈeʈu,hand-C,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
809,Gondi-head-1,talla,head-A,false,expert,BurrowEmeneau1961[269],,,,"DED3103, "
810,Kannada-head-1,tale,head-A,false,expert,Andronov1964,,,,", "
811,Kannada-head-2,tale,head-A,false,expert,BurrowEmeneau1961[269],,,,"set : 3103, "
812,Kolami-head-1,tal,head-A,false,expert,BurrowEmeneau1961[269],,,,"DED3103, "
813,Koya-head-1,talaka:j,head-A,false,expert,,,,,"High quality look alike of set: 3103 (pg:269), but not in DED list., Kolipakam"
814,Kuwi-head-1,tɾajun,head-A,false,expert,BurrowEmeneau1961[269],,,,"DED3103, "
815,Malayalam-head-1,tala,head-A,false,expert,Andronov1964;BurrowEmeneau1961[269],,,,"; set : 3103, "
816,Ollari_Gadba-head-1,ta:l,head-A,false,expert,BurrowEmeneau1961[269],,,,"DED3103, "
817,Parji-head-1,tel,head-A,false,expert,BurrowEmeneau1961[269],,,,"set : 3103, "
818,Tamil-head-1,talə,head-A,false,expert,Andronov1964;BurrowEmeneau1961[269],,,,"; set : 3103, "
819,Telugu-head-1,tala,head-A,false,expert,Andronov1964;BurrowEmeneau1961[269],,,,"; set : 3103, "
820,Yeruva-head-1,tile,head-A,false,expert,,,,,"High quality look alike of set: 3103 (pg:269), but not in DED list., Kolipakam"
821,Badga-head-1,manɖe,head-B,false,expert,,,,,"High quality look alike of set: 4682 (pg:414), but not in DED list., Kolipakam"
822,Betta_Kurumba-head-1,maɳɖi,head-B,false,expert,,,,,"high quality look alike to set : 4682, Kolipakam"
823,Kodava-head-1,maɳɖe,head-B,false,expert,BurrowEmeneau1961[414],,,,"set : 4682, "
824,Kota-head-1,manɖə,head-B,false,expert,BurrowEmeneau1961[414],,,,"DED4682, "
825,Toda-head-1,maʈʈə,head-B,false,expert,BurrowEmeneau1961[414],,,,"set : 4682, "
826,Tulu-head-1,manɖa,head-B,false,expert,BurrowEmeneau1961[414],,,,"set : 4682, "
827,Kurukh-head-1,kuk,head-C,false,expert,BurrowEmeneau1961[149],,,,"DED1630, "
828,Malto-head-1,kukudu,head-C,false,expert,BurrowEmeneau1961[149],,,,"Set 1630, "
829,Malayalam-head-2,ʂiɾasə,head-D,false,expert,,,,,"Loanword from sanskrit - Sirass, Kolipakam"
830,Brahui-head-1,ka:ʈum,head-E,false,expert,,,,,"No obvious cognates or link in DED, Kolipakam"
831,Badga-hear-1,ke:pə,hear-A,false,expert,,,,,"doubtful lookalike (cf kelpa- forms in DED), Dunn"
832,Betta_Kurumba-hear-1,kə:ɭ,hear-A,false,expert,,,,,"clear cognate, Dunn"
833,Gondi-hear-1,kendʒ,hear-A,false,expert,BurrowEmeneau1961,,,,"DED2017, "
834,Kannada-hear-1,ke:ɭu,hear-A,false,expert,Andronov1964,,,,", "
835,Kodava-hear-1,ke:ɭə,hear-A,false,expert,Andronov1964,,,,", "
836,Kota-hear-1,ke:lə,hear-A,false,expert,BurrowEmeneau1961,,,,"DED2017, "
837,Malayalam-hear-1,kelkuga,hear-A,false,expert,Andronov1964,,,,", "
838,Tamil-hear-1,ke:ɭə,hear-A,false,expert,Andronov1964,,,,", "
839,Toda-hear-1,ke:l,hear-A,false,expert,Andronov1964,,,,"identical to sister forms, "
840,Tulu-hear-1,keɳaɾa,hear-A,false,expert,Andronov1964,,,,"Tu. kēṇuni to hear, be attentive to, obey, ask, inquire, request., "
841,Yeruva-hear-1,ke:ɭu,hear-A,false,expert,Andronov1964,,,,"identical to sister forms, "
842,Koya-hear-1,ke:dʒa,hear-C,false,expert,,,,,"lookalike, Dunn"
843,Brahui-hear-1,bining,hear-D,false,expert,BurrowEmeneau1961[502],,,,"DED5516, "
844,Kolami-hear-1,ʋinti,hear-D,false,expert,BurrowEmeneau1961[502],,,,"DED5516, "
845,Kurukh-hear-1,menna,hear-D,false,expert,BurrowEmeneau1961[502],,,,"DED5516, "
846,Malto-hear-1,me:na,hear-D,false,expert,BurrowEmeneau1961[DED5516],,,,", "
847,Malto-hear-2,me:npo,hear-D,false,expert,BurrowEmeneau1961[502],,,,"DED5516, "
848,Parji-hear-1,ven-,hear-D,false,expert,Andronov1964;BurrowEmeneau1961[DED5516],,,,"; , "
849,Telugu-hear-1,ʋinu,hear-D,false,expert,BurrowEmeneau1961[502],,,,"DED5516, "
850,Kannada-heart-1,hrudaya,heart-A,false,expert,Andronov1964,,,,"Tu. tigalè 'breast, chest'; Ka. (PBh.), "
851,Kodava-heart-1,hrudaja,heart-A,false,expert,,,,,"Same as the other forms tagged as Skt loans by Andronov, Dunn"
852,Malayalam-heart-1,hɾudajam,heart-A,false,expert,Andronov1964,,,,", "
853,Tamil-heart-1,idajam,heart-A,false,expert,Andronov1964,,,,", "
854,Telugu-heart-1,hɾudajamu,heart-A,false,expert,Andronov1964,,,,", "
855,Gondi-heart-1,guɳɖe,heart-B,false,expert,BurrowEmeneau1961[155],,,,"DED1693, "
856,Kolami-heart-1,gunɖe,heart-B,false,expert,,,,,"Similar to DED1693, not in DED list, Kolipakam"
857,Koya-heart-1,guɳɖeka:ja,heart-B,false,expert,BurrowEmeneau1961[DED1693],,,,"Ko. gunḍer kaya heart;, "
858,Telugu-heart-2,guɳɖa,heart-B,false,expert,BurrowEmeneau1961[DED1693],,,,"Te. guṇḍe, guṇḍelu, guṇḍiya the chest, heart, courage, boldness, "
859,Kota-heart-1,nendʒu,heart-C,false,expert,BurrowEmeneau1961[333],,,,"DED3736, "
860,Yeruva-heart-1,nendʒi,heart-C,false,expert,BurrowEmeneau1961[DED3736],,,,"not listed in DED, but a clear member of this class, "
861,Toda-heart-1,manasə,heart-D,false,expert,,,,,"Singleton, not in DED, Dunn"
862,Betta_Kurumba-heart-1,jaddi,heart-E,false,expert,,,,,"apparent singleton, Dunn"
863,Malto-heart-1,hugli:,heart-F,false,expert,BurrowEmeneau1961[DED698],,,,"ugli ""heart, mind"", "
864,Kolami-heart-2,pa:nam,heart-G,false,expert,,,,,"Similar to hindi/sanskrit word ""pran/pa:n"" for life., Kolipakam"
865,Brahui-heart-1,ust,heart-H,false,expert,BurrowEmeneau1961[062],,,,"DED645, "
866,Kurukh-heart-1,buka,heart-I,false,expert,,,,,"No obvioous cognate or no entry in DED, Kolipakam"
867,Ollari_Gadba-heart-1,dʒibe,heart-J,false,expert,,,,,"No obvioous cognate or entry in DED, Kolipakam"
868,Badga-horn-1,kombə,horn-A,false,expert,,,,,"High quality look alike to set - 2115(pg.191), but not in DED list, Kolipakam"
869,Betta_Kurumba-horn-1,kombbə,horn-A,false,expert,,,,,"High-quality look alike to set - 2115, Kolipakam"
870,Kannada-horn-1,kombu,horn-A,false,expert,Andronov1964;BurrowEmeneau1961[191],,,,"; set - 2115, "
871,Kodava-horn-1,kombə,horn-A,false,expert,BurrowEmeneau1961[191],,,,"set - 2115, "
872,Kolami-horn-1,kommu,horn-A,false,expert,BurrowEmeneau1961[191],,,,"DED2115, "
873,Koya-horn-1,komm,horn-A,false,expert,,,,,"High quality look alike to set - 2115(pg.191), but not in DED list, Kolipakam"
874,Malayalam-horn-1,kompə,horn-A,false,expert,Andronov1964;BurrowEmeneau1961[191],,,,"; set - 2115, "
875,Tamil-horn-1,kombə,horn-A,false,expert,Andronov1964;BurrowEmeneau1961[191],,,,"; set - 2115, "
876,Telugu-horn-1,kommu,horn-A,false,expert,Andronov1964,,,,", "
877,Tulu-horn-1,kombu,horn-A,false,expert,BurrowEmeneau1961[191],,,,"set - 2115, "
878,Yeruva-horn-1,kombə,horn-A,false,expert,,,,,"High quality look alike to set - 2115(pg.191), but not in DED list, Kolipakam"
879,Toda-horn-1,ku:ɾ,horn-B,false,expert,,,,,"Self - identified., Kolipakam"
880,Brahui-horn-1,maɾgʰ,horn-C,false,expert,BurrowEmeneau1961[378],,,,"DED4720, "
881,Kurukh-horn-1,maɾag,horn-C,false,expert,BurrowEmeneau1961[378],,,,"DED4720, "
882,Malto-horn-1,maɾgadu,horn-C,false,expert,BurrowEmeneau1961[417],,,,"Set 4720, "
883,Koya-horn-2,ko:kku,horn-D,false,expert,,,,,"Self - identified., Kolipakam"
884,Gondi-horn-1,koɾ,horn-E,false,expert,BurrowEmeneau1961[197],,,,"DED2200, "
885,Ollari_Gadba-horn-1,kaɾ gutʃul,horn-E,false,expert,BurrowEmeneau1961[197],,,,"DED2200, "
886,Kannada-kill-1,kollu,kill-A,false,expert,Andronov1964,,,,", "
887,Kodava-kill-1,kollə,kill-A,false,expert,BurrowEmeneau1961[DED2132],,,,", "
888,Malayalam-kill-1,kolluga,kill-A,false,expert,Andronov1964,,,,", "
889,Tamil-kill-1,kollə,kill-A,false,expert,Andronov1964,,,,", "
890,Yeruva-kill-1,kollə,kill-A,false,expert,BurrowEmeneau1961[DED2132],,,,", "
891,Brahui-kill-1,kasfing,kill-B,false,expert,BurrowEmeneau1961[212],,,,"DEd2426, "
892,Telugu-kill-1,tʃampu,kill-B,false,expert,Andronov1964;BurrowEmeneau1961[212],,,,"; DED2426, "
893,Toda-kill-1,keɖukisti,kill-C,false,expert,BurrowEmeneau1961[DED1942],,,,", "
894,Tulu-kill-1,keɾijaɾa,kill-C,false,expert,BurrowEmeneau1961[DED1942],,,,"Similar forms cited (difference suffix?), "
895,Badga-kill-1,koppə,kill-D,false,expert,,,,,"apparent singleton, Dunn"
896,Gondi-kill-1,haʋka,kill-E,false,expert,BurrowEmeneau1961[207],,,,"DED2343, "
897,Koya-kill-1,aʋaka:,kill-E,false,expert,BurrowEmeneau1961[207],,,,"DED2343, "
898,Betta_Kurumba-kill-1,kenga:ɭ,kill-F,false,expert,,,,,"apparent singleton, not similar enough to DED2132 /cognate/86/, Dunn"
899,Malto-kill-1,badʒpo,kill-G,false,expert,BurrowEmeneau1961[DED4044],,,,", "
900,Kota-kill-1,ta:ʋiɾ,kill-H,false,expert,BurrowEmeneau1961[266],,,,"DED3068, "
901,Kolami-kill-1,alangʈa:n,kill-I,false,expert,BurrowEmeneau1961[29],,,,"DED309, "
902,Kurukh-kill-1,eɖabna,kill-J,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
903,Gondi-kill-2,kʰatamki,kill-K,false,expert,,,,,"Khatam ki - simiar to hindi word for finishing off - or killing - khatam, Kolipakam"
904,Kannada-knee-1,muṇakālo,knee-A,false,expert,BurrowEmeneau1961[448],,,,"Set - 4990, "
905,Kota-knee-1,mo:ga:l,knee-A,false,expert,BurrowEmeneau1961[448],,,,"DED4990, "
906,Koya-knee-1,mo:ka:l,knee-A,false,expert,,,,,"High quality look alike to Set - 4490(pg.448), but not in list., Kolipakam"
907,Kurukh-knee-1,muka,knee-A,false,expert,BurrowEmeneau1961[448],,,,"DED4990, "
908,Malayalam-knee-1,muḻaṅkāl,knee-A,false,expert,BurrowEmeneau1961[448],,,,"Set - 4990, "
909,Malto-knee-1,mu:ka,knee-A,false,expert,BurrowEmeneau1961[448],,,,"Set 4990, "
910,Tamil-knee-1,muḻaṅkāl,knee-A,false,expert,BurrowEmeneau1961[448],,,,"Set - 4490, "
911,Telugu-knee-1,mo:ka:lu,knee-A,false,expert,BurrowEmeneau1961[448],,,,"Set - 4490, "
912,Yeruva-knee-1,mu:leka:lə,knee-A,false,expert,,,,,"High quality look alike to Set - 4490(pg.448), but not in list., Kolipakam"
913,Kannada-knee-2,maɳɖi,knee-B,false,expert,BurrowEmeneau1961[413],,,,"Set - 4677, "
914,Kodava-knee-1,maɳɖi,knee-B,false,expert,,,,,"High quality look alike to Set - 4677(pg.413), but not in list., Kolipakam"
915,Kuwi-knee-1,mendaja,knee-B,false,expert,BurrowEmeneau1961[413],,,,"DED4677, "
916,Badga-knee-1,muʈʈi,knee-C,false,expert,,,,,"High quality look alike to Set - 4935(pg.442), but not in list., Kolipakam"
917,Kolami-knee-1,muɖsu,knee-C,false,expert,BurrowEmeneau1961[442],,,,"DED4935, "
918,Malayalam-knee-2,muʈʈə,knee-C,false,expert,BurrowEmeneau1961[442],,,,"Set - 4935, "
919,Tamil-knee-2,muʈʈi,knee-C,false,expert,BurrowEmeneau1961[442],,,,"Set - 4935, "
920,Tamil-knee-3,mu:ʈə,knee-C,false,expert,,,,,"High quality look alike to Set 4935 (pg.442) but not in list., Kolipakam"
921,Toda-knee-1,muʈʈi,knee-C,false,expert,BurrowEmeneau1961[442],,,,"Set - 4935, "
922,Koya-knee-2,boʈmiɳɖa:,knee-D,false,expert,,,,,"Self-identified, Kolipakam"
923,Tulu-knee-1,meɳaka:ləganʈu,knee-E,false,expert,,,,,"Self-identified, Kolipakam"
924,Betta_Kurumba-knee-1,mannga:lə,knee-F,false,expert,,,,,", Kolipakam"
925,Gondi-knee-1,tongɾa,knee-G,false,expert,BurrowEmeneau1961,,,,"DED2983, "
926,Ollari_Gadba-knee-1,ʋangul,knee-H,false,expert,BurrowEmeneau1961,,,,"DED5249, "
927,Brahui-knee-1,go:ɖ,knee-I,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
928,Badga-know-1,aɾaʋə,know-A,false,expert,BurrowEmeneau1961[DED314],,,,"closely related lookalike to attested set, "
